listing_id,host_name,last_review,price,nbhood_full,description,room_type
20265425,Edward,2019-06-29,100.0,"Brooklyn, Bensonhurst",Welcome to New York City,entire home/apt
20265742,Amy,2019-04-08,250.0,"Brooklyn, Bedford-Stuyvesant",modern duplex in classic brooklyn brownstone,entire home/apt
20267865,Nilufer,2019-06-20,45.0,"Queens, Sunnyside",Your home away from home in New York City.,private room
20269650,Nivea And Jill,2019-07-03,300.0,"Manhattan, Hell's Kitchen",Cozy Hell's Kitchen/ Time Square Apartment- 2 BRM,entire home/apt
20271739,Ashley,2019-06-21,225.0,"Brooklyn, Gowanus",Charming Luxury Loft near Barclay & Green Building,entire home/apt
20274278,Kenneth,2019-06-22,78.0,"Brooklyn, Sheepshead Bay",Brooklyn in the house Private Apt Midwood Q subway,entire home/apt
20275223,Annette C,2019-06-29,49.0,"Brooklyn, Flatlands",FULL BED/Spa Amenities for Sophisticated Travelers,private room
20275670,Irina,2019-05-31,130.0,"Manhattan, Hell's Kitchen",Amazing Studio step away from Time Square/53C,entire home/apt
20277166,David,2019-04-24,115.0,"Brooklyn, Flatbush",Spacious Brooklyn home 2bdrm near Prospect Park.,entire home/apt
20278421,Sadie,2019-07-01,45.0,"Brooklyn, Bedford-Stuyvesant",Bright Bohemian living space & bedroom,private room
20279672,Meghan,2019-01-01,70.0,"Brooklyn, Bedford-Stuyvesant",Serene queen sized bedroom,private room
20279823,Natalia,2019-05-21,105.0,"Queens, Maspeth",Charming & artsy cozy one bedroom Apt.,entire home/apt
20282957,Jonathan,2019-06-28,120.0,"Queens, Flushing",Newly renovated 2 bedroom with FREE WIFI,entire home/apt
20283433,Charles,2019-05-31,55.0,"Brooklyn, Williamsburg",Williamsburg Apt: Near Train & Close to Waterfront,private room
20284068,Meredith,2019-04-25,110.0,"Brooklyn, Crown Heights",Crown Heights Apartment,entire home/apt
20284463,Hannah,2019-04-24,60.0,"Manhattan, Harlem","Relaxing, White Room in Upper Manhattan w/ rooftop",private room
20284711,Irina,2019-04-30,130.0,"Manhattan, Hell's Kitchen",Studio step away from Time square/73B,entire home/apt
20285167,Nicholas,2019-06-27,115.0,"Manhattan, Hell's Kitchen",Room-Sofa Bed-Hell's Kitchen-Close to Everything,shared room
20286743,Joey,2019-05-31,55.0,"Queens, Elmhurst",New  convenience room w/ major subway lines near,private room
20286744,Shelley,2019-07-03,55.0,"Brooklyn, Crown Heights",Modern Extra Large Super Sunny Private Bedroom,private room
20291879,Robert,2019-05-19,150.0,"Brooklyn, Bedford-Stuyvesant",Photography Bedroom in Modern Brooklyn Flat,private room
20296968,Anna,2019-07-01,164.0,"Manhattan, Hell's Kitchen",Quiet Hells Kitchen Studio steps from Times Square,entire home/apt
20299266,Rodney,2019-06-09,325.0,"Manhattan, West Village",West Village Gem - Renovated 3 Bedroom Apt!,entire home/apt
20300137,Zoe,2019-06-23,140.0,"Manhattan, East Village",Modern and Stylish 1 Bedroom in East Village,entire home/apt
20303322,Qingming,2019-06-01,66.0,"Brooklyn, Kensington","Quiet,Comfy&Spacious Room near F/G train",private room
20304193,Qingming,2019-06-16,66.0,"Brooklyn, Kensington","Quiet,Comfy&Spacious Room near F/G train",private room
20304291,Joshua,2019-06-30,95.0,"Manhattan, East Harlem",Cozy&Comfortable room in Manhattan/ East Harlem,private room
20304654,Jérôme,2019-06-30,115.0,"Manhattan, Lower East Side","Cozy room in the middle of LES, SoHo",private room
20305451,Dara,2019-06-02,200.0,"Brooklyn, Park Slope",Best of Brooklyn & Beside Manhattan!,entire home/apt
20306155,Andrew,2019-06-23,84.0,"Queens, Rosedale",The Rosedale Palace Master room,private room
20306217,Andrew,2019-06-24,62.0,"Queens, Rosedale",The inner palace,private room
20306746,Andrew,2019-06-28,62.0,"Queens, Rosedale",The Grace palace,private room
20308615,Richard & Xio,2019-05-01,155.0,"Bronx, Longwood",Your Oasis in The Bronx!,entire home/apt
20308927,Oliver,2019-01-01,400.0,"Brooklyn, Park Slope","Huge Brownstone duplex w/garden, Park Slope, BK,NY",entire home/apt
20309089,Jim,2019-07-02,90.0,"Brooklyn, Bay Ridge",Home Sweet Home,entire home/apt
20309202,Xiaomin,2019-05-19,90.0,"Manhattan, Battery Park City",Private Bedroom w River View in Downtown Manhattan,private room
20309353,Justin,2019-05-03,75.0,"Brooklyn, Williamsburg",Bright private bedroom in prime Williamsburg apt,private room
20319662,Yan,2019-07-07,72.0,"Brooklyn, Crown Heights",Warm Sunny Penthouse w/Private Bathroom + Patio,private room
20323803,Andre,2019-05-20,90.0,"Manhattan, Lower East Side",Loft room - Lower East Side (Downtown Manhattan),private room
20325356,Christine,2019-06-14,615.0,"Manhattan, Greenwich Village","Sunny, Spacious and Perfect Village Location",entire home/apt
20325804,Mark,2019-04-24,180.0,"Manhattan, Financial District",Downtown Manhattan  large studio with terrace,entire home/apt
20326252,Lavonne,2019-06-27,80.0,"Queens, St. Albans","1 Br Garden Apt own Pvt space in St.Albans,Queens",entire home/apt
20326395,Krzysztof,2019-04-27,90.0,"Brooklyn, Greenpoint","Spacious 1 bed/1 bath home, 3A",entire home/apt
20330822,David,2019-06-15,219.0,"Manhattan, Upper West Side",Charming Quiet Entire 1 bdrm Duplex UWS + Terrace,entire home/apt
20331226,Ephraim,2019-06-29,150.0,"Manhattan, Harlem",Private Blu Suite 1BR Brownstone 1st Fl Harlem NYC,entire home/apt
20331995,Naomi,2019-07-06,65.0,"Queens, Richmond Hill",Two Bedroom Apartment Queens Near  Subway to NYC,entire home/apt
20332555,Ash,2019-06-22,239.0,"Manhattan, Theater District",Beautiful Apartment near Times Square Central Park,entire home/apt
20332842,Andrea,2019-07-01,110.0,"Manhattan, Hell's Kitchen",Times Square Summer Retreat,private room
20333471,Anisha,2019-06-24,0.0,"Bronx, East Morrisania",‚òÖHostel Style Room | Ideal Traveling Buddies‚òÖ,private room
20333831,Jason & Kelly,2019-07-06,150.0,"Brooklyn, Bedford-Stuyvesant",Basement Suite w/Private Entrance,entire home/apt
20337158,Veronica,2019-06-30,45.0,"Queens, Corona",Comfy HP‚ÄúTWIN BED‚Äù 5 mins to LGA-US OPEN & 7 train,shared room
20346887,Jazmin,2019-06-24,55.0,"Manhattan, Washington Heights",The Heights,private room
20353880,Cassia,2019-06-29,63.0,"Brooklyn, Columbia St",Spacious Home In South Brooklyn,private room
20355471,Daniel,2019-07-02,120.0,"Brooklyn, Greenpoint",Large and quiet 1 BR in heart of Greenpoint,entire home/apt
20356040,Sam,2019-06-12,82.0,"Manhattan, East Harlem",Sunny Spacious room near central park,private room
20356506,Jake,2019-06-20,139.0,"Manhattan, Hell's Kitchen",Beautiful Studio Right Next To Times Square!,entire home/apt
20356797,Ming,2019-07-06,110.0,"Queens, Ozone Park",New York Apartment in Queens,entire home/apt
20356865,Isi,2019-05-08,60.0,"Brooklyn, Williamsburg","Cute, spacious, windowlit room in Williamsburg",private room
20356917,Ronald,2019-06-23,70.0,"Manhattan, Harlem",SoHa Jewel,private room
20357796,Iza,2019-06-23,69.0,"Manhattan, East Harlem",True Upscale Room Experience. Amazing,private room
20362385,Witt,2019-01-01,51.0,"Queens, Elmhurst","Convenient bedroom, Great location, Close to all",private room
20363178,Alex,2019-03-31,50.0,"Brooklyn, Brownsville",Small room for travelers in fresh and clean apt,private room
20363207,Nakia,2019-07-05,273.0,"Manhattan, Hell's Kitchen",Sophisticated & Modern NYC Urban Jewel Box,entire home/apt
20364111,Leo,2019-07-01,212.0,"Manhattan, Midtown",Never Stop Exploring,entire home/apt
20364240,Wesly/Jessica,2019-06-23,54.0,"Brooklyn, Crown Heights",Sunny lifestyle room,private room
20365504,Sandy,2019-07-01,170.0,"Brooklyn, Carroll Gardens",Cozy apartment in Cobble Hill,entire home/apt
20379446,Carolina,2019-07-01,85.0,"Brooklyn, Bedford-Stuyvesant",Bedroom in bright cozy duplex w/ private rooftop,private room
20385039,Joica,2019-06-04,79.0,"Brooklyn, East New York",Air mattress boudoir [BEST RATES],shared room
20385467,Monica,2019-07-01,70.0,"Bronx, Westchester Square",Cozy and luxurious suite away from home,entire home/apt
20387244,Joica,2019-06-30,119.0,"Brooklyn, East New York",Comfy and Cozy [BEST RATE],private room
20387644,Stephanie,2019-06-17,120.0,"Brooklyn, Fort Hamilton",Beautiful urban 2BR with private deck and yard!!!,entire home/apt
20387815,Trinity,2019-07-01,71.0,"Manhattan, Harlem",Quiet Harlem Studio w/ Backyard & Close to Train,entire home/apt
20388056,Mitch,2019-01-01,170.0,"Manhattan, Gramercy",studio in gramercy park,entire home/apt
20390763,Lauren,2019-07-03,50.0,"Manhattan, Harlem",Private Guest Room in Manhattan,private room
20392393,Spencer,2019-06-13,129.0,"Manhattan, Kips Bay",Cozy midtown apt next to metro & Empire State bldg,entire home/apt
20393120,Dario,2019-06-21,99.0,"Manhattan, East Harlem",Amazing Art Deco studio with backyard in Manhattan,entire home/apt
20395432,Mitch,2019-07-06,144.0,"Brooklyn, Williamsburg",Bright Beautiful Creative Luxury 1BR Williamsburg,entire home/apt
20395608,Anisha,2019-06-18,55.0,"Bronx, East Morrisania",‚òÖ Warm NYC Getaway ‚òÖ | Walk/Transit Score 85+ |,private room
20395737,Thomas,2019-03-31,170.0,"Brooklyn, Bedford-Stuyvesant","Penthouse apartment, 3 bedrooms, great location.",entire home/apt
20403568,Virginie,2019-06-22,125.0,"Brooklyn, Greenpoint",Guest Suite in beautiful Brooklyn Brownstone,entire home/apt
20405148,Anton,2019-06-23,105.0,"Manhattan, Midtown","Clean, Near Central Park and Subway",private room
20405868,James,2019-01-22,85.0,"Brooklyn, Fort Hamilton","Large 1BR in Bay Ridge, Brooklyn",entire home/apt
20405958,Emily,2019-03-29,300.0,"Manhattan, Upper West Side",2BED 2 BATH CENTRAL PARK /BALCONY /COLUMBUS CIRCLE,entire home/apt
20406102,Tommy,2019-06-20,150.0,"Manhattan, Gramercy",Union SQ / Cozy & Quiet Room ! 5mins to Times SQ,private room
20406627,Isadora,2019-01-02,80.0,"Queens, Jackson Heights",Clean and cozy room!!!! Close to Everything!!!!,private room
20406982,Valentina,2019-06-10,75.0,"Brooklyn, Borough Park","Spacious and Cozy apartment, minutes to Manhattan!",private room
20407916,Sung Ae,2019-06-23,300.0,"Brooklyn, Williamsburg",Renovated 3 BED 2 BATH Williamsburg Townhouse APT,entire home/apt
20409753,Carol,2019-04-24,69.0,"Manhattan, East Village",COZY NEST/Coffee and Bagel,shared room
20412884,Val,2019-06-19,409.0,"Manhattan, Midtown",2 Bedroom + 2 Bathrooms | Excellent Location,entire home/apt
20417878,Mana,2019-06-02,38.0,"Brooklyn, Crown Heights",Simple Room in Heart of Crown Heights (Women Only),private room
20418684,Kevin,2019-05-05,185.0,"Manhattan, East Village",East Village / Alphabet City 1BR,entire home/apt
20420311,Lesley / Eric,2019-01-02,50.0,"Brooklyn, Bushwick",Efficiency-like rental,private room
20420499,Gina,2019-06-22,75.0,"Brooklyn, Fort Greene",Urban Oasis,private room
20424288,Tobias,2019-02-28,250.0,"Manhattan, SoHo",Quintessential Soho Loft,entire home/apt
20425060,Nikki,2019-06-05,50.0,"Brooklyn, Bedford-Stuyvesant",Warm and Inviting Getaway,private room
20425579,Javier,2019-06-21,250.0,"Manhattan, Hell's Kitchen",Beautiful 2 Bedroom apt. close to Times Sq.,entire home/apt
20425764,Jamal,2019-07-07,295.0,"Queens, Long Island City",Cozy Bright 3bedroom apt. 10 min from times sq.,entire home/apt
20426726,Xie,2019-06-03,75.0,"Brooklyn, Canarsie",Brooklyn's finest,private room
20427684,Veronica,2019-06-29,45.0,"Queens, Corona","TWIN BED. Walk to US OPEN, LGA AIRPORT & CITIFIELD",shared room
20433620,Jonathan,2019-06-23,170.0,"Manhattan, Midtown",Time square/ Bryant park,entire home/apt
20433673,Jakelina,2019-06-26,80.0,"Manhattan, SoHo",Tiny Apt,private room
20435636,Tolga,2019-01-21,80.0,"Brooklyn, Greenpoint",Stay like a local in Willamsburg/Greenpoint - NYC,private room
20436075,Leonard,2019-02-02,45.0,"Queens, Douglaston","Douglaston apartment Room B
(2nd room )",private room
20436117,Morgan,2019-06-17,120.0,"Brooklyn, Williamsburg","Bright, Clean, Private - 10 Minutes to Manhattan",entire home/apt
20437233,Farrel,2019-05-28,70.0,"Bronx, Claremont Village",Comfy room with great bed and private bathroom,private room
20440432,Cesar,2019-06-09,85.0,"Manhattan, Harlem",Awesome Room 15 Minutes from Time Square,private room
20440757,Denise,2019-05-31,80.0,"Brooklyn, East Flatbush",GREEN  OASIS,private room
20445845,James,2019-05-18,255.0,"Brooklyn, Williamsburg",Urban Fun House in Heart of Williamsburg Brooklyn!,entire home/apt
20451100,Ousmane,2019-03-24,65.0,"Manhattan, Harlem",Quiet haven 15 mimutes to Time square,private room
20454481,Taylor,2019-06-03,100.0,"Bronx, Kingsbridge",Cute Studio In Riverdale NYC,entire home/apt
20457624,Rose,2019-02-25,60.0,"Queens, Astoria",The Suite Spot! Queen Tempurpedic in Luxury Apt,private room
20459741,Lorene,2019-05-06,66.0,"Brooklyn, East Flatbush",Brooklyn Gem,private room
20459818,Johny,2019-07-05,165.0,"Brooklyn, Bedford-Stuyvesant",Size  and Comfort  Matter!,entire home/apt
20466016,Alan,2019-05-05,100.0,"Queens, Flushing",Feel at Home in this Lovely 1 Bedroom in Flushing,entire home/apt
20467141,Kellie,2019-07-06,90.0,"Manhattan, Harlem",Private Bed and Bath by Morningside/Central Park!,private room
20469195,Imri,2019-01-01,144.0,"Manhattan, East Village","Secluded Room in EV, Private Patio, Open Kitchen!",private room
20474033,Anthony,2019-05-19,210.0,"Brooklyn, Greenpoint",The Apollo,entire home/apt
20476397,Gavin,2019-05-26,350.0,"Manhattan, Greenwich Village",Bright & Comfy 2-BR in heart of Greenwich Village,entire home/apt
20476779,Diana,2019-05-20,68.0,"Staten Island, St. George",Enjoy Manhattan without paying Manhattan prices,private room
20479197,Rose,2019-06-05,60.0,"Queens, Astoria",The Cozy Corner - Private Room w/ Laundry,private room
20479960,Jean,2019-07-06,60.0,"Queens, Forest Hills",Garden mini apt minutes from Manhattan (studio),entire home/apt
20480431,Jacqueline,2019-05-26,110.0,"Brooklyn, East Flatbush",Charming home away from home,entire home/apt
20480983,Eric,2019-07-01,69.0,"Bronx, Concourse",Unique Exposed Brick Loft Studio in Townhouse,entire home/apt
20482130,Christian,2019-01-02,59.0,"Brooklyn, Clinton Hill",Beautiful space in Clinton Hill,private room
20482151,Francis,2019-06-23,200.0,"Manhattan, Hell's Kitchen",Times Square Luxe Studio with Amazing Amenities,entire home/apt
20483744,Alfredo,2019-06-14,120.0,"Manhattan, Hell's Kitchen",Be a local in Midtown Manhattan!,private room
20485253,Bret,2019-06-19,95.0,"Manhattan, Financial District",Spacious Bedroom in Luxury Downtown,private room
20493318,Kevin,2019-06-20,60.0,"Brooklyn, East New York",Oasis in Brooklyn,private room
20494672,Paula,2019-06-11,295.0,"Brooklyn, Park Slope",Private top-floor in owner occupied  Brownstone,entire home/apt
20497487,Pong,2019-06-01,226.0,"Manhattan, Hell's Kitchen",Cozy Entire Apartment near Time Square.,entire home/apt
20498653,Banty,2019-01-04,40.0,"Brooklyn, Bushwick",Bushwick Renovated Apartment,private room
20499320,Javier,2019-07-01,125.0,"Manhattan, Harlem",Electric NYC + Luxury Room = Best vacation ever!,private room
20499692,Pieter,2019-06-18,245.0,"Manhattan, Chelsea",Spacious Chelsea Condo MUST SEE,entire home/apt
20501156,Sandra,2019-06-08,65.0,"Brooklyn, East New York",H.O.M.E (House of M.D. Experience),entire home/apt
20503833,Maya,2019-06-30,77.0,"Manhattan, Upper West Side",Private Room By Central Park,private room
20506481,Kimberly,2019-06-24,195.0,"Manhattan, Chelsea",Cozy Chelsea Apartment,entire home/apt
20511790,Steve,2019-05-01,99.0,"Queens, Queens Village",JFK Walk-Up Get-Away!,entire home/apt
20515035,Nicholas,2019-03-17,75.0,"Manhattan, Harlem",MASSIVE ROOM IN BEAUTIFUL HARLEM BROWNSTONE,private room
20516112,Mike,2019-06-25,89.0,"Brooklyn, Williamsburg","Sunny, spacious room in Williamsburg Brooklyn Apt",private room
20517554,Jc,2019-06-23,265.0,"Manhattan, Nolita","*Light & Love* vibrant, historic, sleeps 4",entire home/apt
20518193,Charmine,2019-06-28,400.0,"Brooklyn, Crown Heights",Luxurious 4 Bedroom 2.5 Bath Duplex in Brooklyn,entire home/apt
20518456,Sharon,2019-06-30,160.0,"Manhattan, Financial District",Bright & Luxurious Studio in Financial District,entire home/apt
20521505,Laura,2019-06-29,105.0,"Brooklyn, Crown Heights",1 BR Suite Minutes to Botanic Gardens!,entire home/apt
20522061,Lisa,2019-06-09,495.0,"Manhattan, Flatiron District",Fabulous flat iron 2 bedroom 2 bathroom,entire home/apt
20523741,Radhames,2019-06-30,34.0,"Brooklyn, Cypress Hills",Cozy Mini Studio Prvt Bath & Kitchen 15 Mins JFK,entire home/apt
20523843,Martial Loft,2019-05-18,0.0,"Brooklyn, Bushwick","MARTIAL LOFT 3: REDEMPTION (upstairs, 2nd room)",private room
20524177,Michael,2019-03-20,85.0,"Manhattan, Upper East Side","Big Apt/big bedroom,  71st & 1st Ave",private room
20529328,Lay,2019-06-03,70.0,"Brooklyn, Bedford-Stuyvesant",Double Bed Private Retreat,private room
20529760,Lay,2019-06-21,70.0,"Brooklyn, Bedford-Stuyvesant",Excellent Double Room,private room
20530264,Lay,2019-06-23,60.0,"Brooklyn, Bedford-Stuyvesant",Great Single Room,private room
20532190,Lou,2019-06-02,300.0,"Brooklyn, Brownsville",Brooklyn Garden Apartment,entire home/apt
20535581,John,2019-03-27,74.0,"Brooklyn, Fort Greene",Private Room in a Modern Fort Greene Apartment,private room
20541715,Will,2019-07-05,105.0,"Bronx, Mount Hope",Comfort Zone/spacious condo/3 minutes from subway,entire home/apt
20542273,Jeff,2019-06-21,150.0,"Brooklyn, Williamsburg",Bright & Sunny Prime Williamsburg Private Room,private room
20542510,Amardeep,2019-04-21,32.0,"Staten Island, Concord",Room 1 Private Lower Level Getaway w/ Window  (Lower Level 1),private room
20547687,Sophie,2019-07-01,260.0,"Manhattan, East Village",Newly listed stylish 2BR duplex in East Village,entire home/apt
20552326,Norma,2019-06-23,80.0,"Queens, Jamaica",Bedroom #1  in Queens,private room
20553159,Hanna,2019-04-28,95.0,"Manhattan, East Village",VERY SPACIOUS COZY ROOM IN HIP EAST VILLAGE AREA,private room
20557646,Anna,2019-01-07,50.0,"Manhattan, Harlem",Small cozy room close to most NYC attractions.,private room
20558461,Abdul,2019-01-01,44.0,"Queens, Rego Park","Big Private Room in shared apt in Rego Park, NY",private room
20561751,Emmy,2019-02-12,38.0,"Queens, Flushing",Èò≥ÂÖâÊ∞ëÂÆø ÂçïÊàøÂπ≤ÂáÄËàíÈÄÇÔΩ°‚ÄúÂíåÁºòÂõΩÊóÖ‚Äù‰∫ÜËß£Êõ¥Â§öÊóÖÊ∏∏ÔΩ§Ê∞ëÂÆø (Website hidden by Airbnb),private room
20565375,Lilian,2019-05-14,325.0,"Manhattan, East Harlem",Luxury New 2 bed Apartment By Central Park North,entire home/apt
20566445,Jermaine,2019-06-15,139.0,"Brooklyn, Williamsburg",Amazing Backyard Studio (Williamsburg),entire home/apt
20570202,Chukwudike,2019-02-17,100.0,"Brooklyn, East New York",Cozy Apartment With Private Backyard,entire home/apt
20572271,Tiara,2019-01-25,55.0,"Manhattan, Morningside Heights",5 Mins Walk to Columbia University,private room
20572472,Emilia And Michael,2019-07-07,275.0,"Brooklyn, Fort Greene",Unique Fort Greene Getaway with Private Deck,entire home/apt
20572801,Michele,2019-04-27,79.0,"Manhattan, East Harlem","Beautiful, sunlit private room in Spanish Harlem",private room
20572848,Dorian,2019-06-22,40.0,"Manhattan, Washington Heights","Large Clean Room, close to the A-Train",private room
20573255,Dora,2019-06-23,105.0,"Brooklyn, Prospect Heights",1 Bedroom Apt. Minutes from Manhattan - No Parties,entire home/apt
20574057,William,2019-06-11,64.0,"Brooklyn, Brooklyn Heights","Spacious BK Heights room, walk to Brooklyn Bridge",private room
20580419,Denise,2019-05-22,75.0,"Brooklyn, East Flatbush",Sunset room,private room
20581430,Will,2019-07-01,100.0,"Bronx, Fordham",Large Condo by Fordham University,entire home/apt
20581823,Shera,2019-06-28,50.0,"Bronx, Wakefield","NO XTRA  FEES: Big single room, work station, TV",private room
20581903,Lou,2019-06-25,49.0,"Brooklyn, Brownsville",Astounding room/Upgrade to full apartment,private room
20583325,Stanley,2019-01-25,150.0,"Manhattan, Murray Hill",Cool studio in midtown Manhattan,entire home/apt
20583443,Kelsi,2019-06-10,300.0,"Manhattan, Lower East Side",Chic & Sunlit  w/ a lovely Private Terrace in LES,entire home/apt
20583769,Lou,2019-06-11,49.0,"Brooklyn, Brownsville",Comfy Room w/UPGRADE to entire apartment,private room
20584207,Hod & Chaya,2019-04-28,245.0,"Brooklyn, Crown Heights",Sunny and Large Brooklyn Apartment!,entire home/apt
20584333,Candi,2019-04-14,60.0,"Brooklyn, Bedford-Stuyvesant",Outstanding Private Room + Bath + Outdoor Space,private room
20586070,Emily,2019-06-20,275.0,"Manhattan, Upper West Side",UPPER WEST 2BED 2BATH HIGH FLOOR/ LINCOLN CENTER,entire home/apt
20586647,Christford,2019-06-18,120.0,"Manhattan, East Harlem",Large Studio near Central Park,entire home/apt
20587057,Carly,2019-06-02,150.0,"Brooklyn, Williamsburg","Quiet 1BR in Williamsburg BK, 11 min to Manhattan",entire home/apt
20587853,Emma,2019-06-30,250.0,"Manhattan, Financial District",Luxury 1 BR Steps to World Trade Center! #10248,entire home/apt
20589695,Victoria,2019-05-26,120.0,"Brooklyn, Greenpoint",Beautiful Home in the Heart of Greenpoint,entire home/apt
20589880,Leigh,2019-02-15,115.0,"Manhattan, Hell's Kitchen",Cute Columbus Circle Apt - Close to Park & Subway,entire home/apt
20590180,Lawrence & Patrice,2019-05-13,47.0,"Brooklyn, East Flatbush",Secret Garden,private room
20590523,Daniel,2019-06-17,150.0,"Manhattan, Lower East Side",Sunny Hideout in the Heart of Manhattan's LES,entire home/apt
20590800,Walker,2019-06-27,65.0,"Brooklyn, Crown Heights","5Star Super Convenient & Spacious BR, 1st Flr Apt",private room
20591404,Alfredo,2019-06-22,140.0,"Manhattan, Hell's Kitchen",Charming Room with Private Bathroom,private room
20591509,Lawrence & Patrice,2019-06-22,47.0,"Brooklyn, East Flatbush",Garden Light,private room
20597491,Yvette,2019-06-25,62.0,"Queens, South Ozone Park",Very Nice Apartment close to JFK Airport!!,entire home/apt
20599017,Rik,2019-01-29,188.0,"Manhattan, Lower East Side",Lower East Side Private room.,private room
20600357,Bruce & Cyrina,2019-06-22,44.0,"Brooklyn, Flatbush","Experiencing Tranquility in Private Home, Room # 1",private room
20604989,Sal,2019-06-09,180.0,"Brooklyn, Greenpoint",Very Clean Condo In the Heart Of Trendy Greenpoint,entire home/apt
20605399,Jerry,2019-03-17,170.0,"Brooklyn, Borough Park",Brooklyn travel house #6,private room
20607819,Harlem,2019-06-19,172.0,"Manhattan, East Harlem","1,600sq ft modern duplex in new harlem brownstone",entire home/apt
20614820,Jaymie,2019-07-02,145.0,"Manhattan, Chinatown",Bright & Spacious Chinatown Loft,entire home/apt
20615932,Jonathan,2019-06-17,74.0,"Brooklyn, Bushwick",1 Bedroom Garden Level Apt In Bushwick,entire home/apt
20616492,Russell,2019-06-13,175.0,"Manhattan, Greenwich Village",Private West Village apt by Washington Square Park,entire home/apt
20616888,Bruce & Cyrina,2019-06-28,48.0,"Brooklyn, East Flatbush","Experiencing Tranquality in Private Home, Room #2.",private room
20619757,Gabe,2019-06-18,130.0,"Brooklyn, Bedford-Stuyvesant",Bed Stuy Renovated Gem,entire home/apt
20621413,Aaron,2019-04-11,699.0,"Manhattan, Midtown",2-Bedroom Presidential 1 - Wyndham Midtown 45,entire home/apt
20624287,Perin,2019-02-14,37.0,"Brooklyn, Bedford-Stuyvesant",Spacious & comfy BK bedroom 30mins from Manhattan.,private room
20624427,John,2019-07-06,65.0,"Manhattan, Harlem",Private room in quiet West Harlem Upper Manhattan,private room
20624817,Ian,2019-06-19,270.0,"Manhattan, Midtown",Co-op Apartment in The Lombardy Hotel- 300 sq. ft.,entire home/apt
20631204,Duane,2019-01-02,67.0,"Brooklyn, Bedford-Stuyvesant",BED-STUY BRILLIANCE - Cozy/Spacious Private Room,private room
20636416,Christopher,2019-06-24,182.0,"Brooklyn, Williamsburg","Sunny Williamsburg Loft, minutes to Manhattan",entire home/apt
20636888,Jim&Lisa,2019-07-03,54.0,"Queens, Flushing",tidy room with PRIVATE BATH & PRIVATE ENTRANCE,private room
20636966,Nick,2019-07-04,400.0,"Manhattan, Lower East Side",Beautiful Lower East Side Loft,entire home/apt
20639311,Jamie,2019-07-02,140.0,"Queens, Sunnyside","Modern, Quiet & Ultra Clean 1 BDRM Steps Subway",entire home/apt
20639628,Adeyemi,2019-06-15,0.0,"Brooklyn, Bedford-Stuyvesant",Spacious comfortable master bedroom with nice view,private room
20639792,Adeyemi,2019-06-21,0.0,"Brooklyn, Bedford-Stuyvesant",Contemporary bedroom in brownstone with nice view,private room
20639914,Adeyemi,2019-06-23,0.0,"Brooklyn, Bedford-Stuyvesant",Cozy yet spacious private brownstone bedroom,private room
20640353,Eryka,2019-06-22,105.0,"Brooklyn, Williamsburg",Beautiful Bright Stay in Williamsburg,private room
20641332,Danny,2019-04-28,139.0,"Manhattan, Lower East Side",COZY L.E.S APARTMENT,entire home/apt
20641534,Maria,2019-06-20,100.0,"Brooklyn, Bushwick",‚ù§Ô∏èQuiet room w/PRIVATE BATHROOM near Manhattan!‚≠êÔ∏è,private room
20641793,Michael,2019-06-20,130.0,"Brooklyn, Brighton Beach",Modern Studio 1 block away from the beach,entire home/apt
20649144,Oscar,2019-07-01,77.0,"Manhattan, Harlem",Private & Cozy Room. 20 minutes from Times Square,private room
20650006,Katharina,2019-06-03,65.0,"Brooklyn, Bedford-Stuyvesant","Beautiful spacious room, easy city access",private room
20650014,Rammi,2019-06-22,220.0,"Manhattan, Kips Bay",EMPIRE STATE BUILDING APARTMENT,entire home/apt
20652600,Kenya & Paul,2019-06-26,179.0,"Brooklyn, Bedford-Stuyvesant","Sun Drenched, Extra Large 1 Bdrm Clinton Hill Apt",entire home/apt
20652620,Mizue,2019-06-27,49.0,"Manhattan, Murray Hill",Single Bed A in Sharing Room near Grand Central,shared room
20652753,Mizue,2019-06-25,49.0,"Manhattan, Murray Hill",Single Bed B in Sharing room near Grand Central,shared room
20653090,Spenser,2019-06-09,90.0,"Brooklyn, Bushwick","Spacious, private bedroom in Brooklyn",private room
20653520,Bruce & Cyrina,2019-06-29,50.0,"Brooklyn, Flatbush","Experiencing tranquility in Private Home, Room #4",private room
20653657,Devin,2019-01-25,499.0,"Manhattan, Hell's Kitchen",Ô∏èCENTRALLY LOCATEDÔ∏è- Great for Families + Groups,entire home/apt
20654072,Qingming,2019-04-27,36.0,"Brooklyn, Kensington",Quiet&Comfy Private Room near F/G train,private room
20655740,Kate,2019-05-22,275.0,"Manhattan, Lower East Side",Penthouse Studio with Queen Bed & Private Rooftop,entire home/apt
20655777,Svetlana,2019-01-01,80.0,"Brooklyn, Flatbush","Studio apartment by prospect park, catslovers only",entire home/apt
20659193,Jose,2019-06-10,35.0,"Bronx, Wakefield",Great Value! Private room in the northeast bronx,private room
20662043,Jorge,2019-07-05,50.0,"Brooklyn, East Flatbush",Brklyn ¬∑ 2 Cozy Bedrooms one with private bathroom,private room
20663644,Jacqueline,2019-05-20,85.0,"Brooklyn, Windsor Terrace",Elegant Brooklyn Studio in Luxury Amenity Building,entire home/apt
20663839,Sarah,2019-05-09,110.0,"Manhattan, East Village",Welcome to YURT -- private room in East Village,private room
